ticker,as_of,close,market_cap,volume,trading_value,avg_trading_value_20d,high_52w,low_52w,return_6m,volatility_1y,beta_kospi200
041830,2026-07-28,50300.0,678088364600.0,74777,3761283100.0,7084242583.75,62000.0,23350.0,0.6601,63.59,
042660,2026-07-28,81000.0,24819484914000.0,1481045,119964645000.0,215861339210.0,149900.0,76800.0,-0.4494,71.51,
042700,2026-07-28,179500.0,17108539900000.0,705041,126554859500.0,221837744112.5,409500.0,81500.0,0.043,97.88,
043260,2026-07-28,15020.0,1074774814920.0,962689,14459588780.0,48951766673.5,53200.0,1027.0,0.1209,129.89,
047040,2026-07-28,13430.0,5518489578340.0,2959768,39749684240.0,75856797381.0,37150.0,3360.0,1.6753,98.57,
047050,2026-07-28,50400.0,8866508515200.0,295601,14898290400.0,23905039326.25,87300.0,45650.0,-0.2038,55.62,
047810,2026-07-28,143000.0,13938940301000.0,356618,50996374000.0,66886081660.0,202000.0,86600.0,-0.137,62.13,
048410,2026-07-28,5790.0,558767261880.0,885621,5127745590.0,5459426736.75,20000.0,4595.0,0.0087,99.63,
051600,2026-07-28,44250.0,1991250000000.0,85624,3788862000.0,4822255165.0,67500.0,42550.0,-0.2613,52.92,
051900,2026-07-28,255500.0,3826246126500.0,68483,17497406500.0,12309846512.5,331500.0,215000.0,-0.0537,36.4,
051910,2026-07-28,240500.0,16977458491500.0,223661,53790470500.0,57744037662.5,429500.0,240500.0,-0.2906,62.19,
051915,2026-07-28,112300.0,863452240000.0,19924,2237465200.0,2542751442.5,208000.0,112300.0,-0.3402,55.17,
052690,2026-07-28,88800.0,3393936000000.0,97316,8641660800.0,11985721612.8,194800.0,83800.0,-0.3863,75.14,
055550,2026-07-28,100900.0,47892625024900.0,1253310,126458979000.0,147771590948.05,109200.0,64000.0,0.232,37.49,
056190,2026-07-28,19420.0,697348119200.0,93271,1811322820.0,1946338331.25,35650.0,19420.0,-0.2487,56.26,
058470,2026-07-28,61600.0,4694649960000.0,548718,33801028800.0,72713488265.0,127000.0,44400.0,-0.045,68.42,
058610,2026-07-28,68000.0,1508060480000.0,319018,21693224000.0,23603726665.0,158100.0,23150.0,-0.3609,103.43,
060370,2026-07-28,27600.0,1441792370400.0,120640,3329664000.0,4449558992.5,50100.0,21950.0,-0.0628,77.86,
062040,2026-07-28,145800.0,4463790930000.0,213386,31111678800.0,54804580161.0,333500.0,92700.0,-0.0088,82.75,
064350,2026-07-28,122600.0,13380845121800.0,950984,116590638400.0,100519130072.85,269000.0,122600.0,-0.4389,68.41,
064400,2026-07-28,61800.0,5987551586400.0,828318,51190052400.0,80814127050.0,143700.0,55400.0,-0.1146,74.12,
064760,2026-07-28,166400.0,1860254822400.0,68634,11420697600.0,17488429912.5,348500.0,92000.0,-0.006,77.15,
064960,2026-07-28,25500.0,676776936000.0,85349,2176399500.0,1566099097.5,39450.0,24800.0,-0.3254,47.38,
065350,2026-07-28,25950.0,713208450600.0,114002,2958351900.0,4898627881.25,79700.0,25600.0,-0.5624,63.32,
066570,2026-07-28,157500.0,25654330485000.0,949737,149583577500.0,292581870520.0,392500.0,72200.0,0.5,86.16,
066575,2026-07-28,56000.0,962152744000.0,118151,6616456000.0,7395433177.5,124400.0,36050.0,0.0626,77.29,
066970,2026-07-28,71600.0,2912921416000.0,334099,23921488400.0,29967578900.0,213000.0,53300.0,-0.3752,88.85,
067310,2026-07-28,30050.0,1998050613450.0,1684000,50604200000.0,71728005873.75,56800.0,10650.0,0.1558,86.83,
068270,2026-07-28,177400.0,41255027444400.0,1305336,231566606400.0,108445020385.0,236861.0,159400.0,-0.1009,41.06,
